,politician_name,politician_username,gender,party,tweet_text,tweet_retweet_count,tweet_favorite_count,Joy,IBM_text,Analytical,Sadness,Confident,Tentative,Fear,Anger
93,Mark Udall,MarkUdall,M,D,Good meeting w/ @NTSB Chair Nominee Chris Hart on how we can help keep #CO families safe-- http://t--co/lo48oqctC8,3,4,,,,,,,,
94,Mark Udall,MarkUdall,M,D,Proud to champion #CO's #COflood recovery work &amp; projects to protect Coloradans &amp; prevent future disasters-- http://t--co/oHAUGGrSXm,16,6,,,,,,,,
95,Mark Udall,MarkUdall,M,D,Thx @RideRTD GM Phil Washington for showing how #CO=leading way in #transportation innovation at @USDOT/@UStreasury's infrastructure summit--,3,1,,,,,,,,
96,Mark Udall,MarkUdall,M,D,#CO Principals of the Year Jeanette Patterson &amp; Curt Wilson show key role educators play in helping students succeed-- http://t--co/gm3StJkPoq,1,1,0.599471,#CO Principals of the Year Jeanette Patterson &amp; Curt Wilson show key role educators play in helping students succeed-- http://t--co/gm3StJkPoq.,,,,,,
97,Mark Udall,MarkUdall,M,D,"I proudly stood w/ #CO after #COflood &amp; thru partisan federal gov shutdown, &amp; secured $770M to help us rebuild-- http://t--co/en4LgoveJk",12,2,0.93334,"I proudly stood w/ #CO after #COflood &amp; thru partisan federal gov shutdown, &amp; secured $770M to help us rebuild-- http://t--co/en4LgoveJk. Proud to partner w/ SE #Colorado to secure $12--5M to help keep #SWChief running through #CO &amp; supporting #COjobs: http://t--co/Wq1dxNy2ZO. We've made great progress to rebuild since #COflood 1 yr ago, &amp; I'll keep championing our recovery-- http://t--co/26tqFuaYsd. Thanks to $450M I helped secure, #CO towns like #Lyons were able to rebuild #COflood-damaged roads stronger-- http://t--co/fRklWIXDX9. Amazing start to the season by our Denver @Broncos-- This is #BroncosCountry-- #INDvsDEN.",,,,,,
98,Mark Udall,MarkUdall,M,D,Proud to partner w/ SE #Colorado to secure $12--5M to help keep #SWChief running through #CO &amp; supporting #COjobs: http://t--co/Wq1dxNy2ZO,4,2,,,,,,,,
99,Mark Udall,MarkUdall,M,D,"We've made great progress to rebuild since #COflood 1 yr ago, &amp; I'll keep championing our recovery-- http://t--co/26tqFuaYsd",8,4,,,,,,,,
100,Mark Udall,MarkUdall,M,D,"Thanks to $450M I helped secure, #CO towns like #Lyons were able to rebuild #COflood-damaged roads stronger-- http://t--co/fRklWIXDX9",6,4,,,,,,,,
101,Mark Udall,MarkUdall,M,D,Amazing start to the season by our Denver @Broncos-- This is #BroncosCountry-- #INDvsDEN,11,7,,,,,,,,
102,Mark Udall,MarkUdall,M,D,Excited for @Broncos season opener against the #Colts-- Looking forward to another great season-- #GoBroncos #INDvsDEN http://t--co/SHb7gnR1Wh,14,18,0.950295,Excited for @Broncos season opener against the #Colts-- Looking forward to another great season-- #GoBroncos #INDvsDEN http://t--co/SHb7gnR1Wh. Keep trekking &amp; never give up-- MT @brookeprint: Daydreaming about completing #CO #Centennials Thanks for the inspiration #cosen @MarkUdall.,,,,,,
103,Mark Udall,MarkUdall,M,D,Keep trekking &amp; never give up-- MT @brookeprint: Daydreaming about completing #CO #Centennials Thanks for the inspiration #cosen @MarkUdall,5,2,,,,,,,,
104,Mark Udall,MarkUdall,M,D,"Latest jobs #s show our economy is growing, but we have work to do-- I'll keep fighting to support #CO #job-creators: http://t--co/LtXRHr5jaY",5,0,0.721277,"Latest jobs #s show our economy is growing, but we have work to do-- I'll keep fighting to support #CO #job-creators: http://t--co/LtXRHr5jaY. RT @Interior: Let's end the day with this beautiful photo from Rocky Mountain National Park-- @RockyNPS #Colorado http://t--co/FT0e50k46I.",,,,,,
105,Mark Udall,MarkUdall,M,D,RT @Interior: Let's end the day with this beautiful photo from Rocky Mountain National Park-- @RockyNPS #Colorado http://t--co/FT0e50k46I,532,0,,,,,,,,
106,Mark Udall,MarkUdall,M,D,"In honor of new Great Sand Dunes coin, #tbt to my 2011 visit &amp; chance to use prehistoric spear-thrower, an atlatl-- http://t--co/royMkrfKyH",5,3,0.905342,"In honor of new Great Sand Dunes coin, #tbt to my 2011 visit &amp; chance to use prehistoric spear-thrower, an atlatl-- http://t--co/royMkrfKyH.",,,,,,
107,Mark Udall,MarkUdall,M,D,Great Sand Dunes Nat'l Park is a #CO treasure-- Excited to see new quarter from @usmint honoring this special place-- http://t--co/IjYGtH01Db,11,11,0.932009,"Great Sand Dunes Nat'l Park is a #CO treasure-- Excited to see new quarter from @usmint honoring this special place-- http://t--co/IjYGtH01Db. Proud to mark 50th anniv-- of #LWCF -- &amp; to fight to support this critical fund, which helps #CO's job-creating outdoor rec-- economy thrive--.",,,,,,
108,Mark Udall,MarkUdall,M,D,"Proud to mark 50th anniv-- of #LWCF -- &amp; to fight to support this critical fund, which helps #CO's job-creating outdoor rec-- economy thrive--",9,8,,,,,,,,
109,Mark Udall,MarkUdall,M,D,"It certainly is-- Thanks for sharing-- RT @amyglix: #COwilderness50 Lost Creek Wilderness, a national treasure-- http://t--co/RbXDioclA2",5,2,0.774254,"It certainly is-- Thanks for sharing-- RT @amyglix: #COwilderness50 Lost Creek Wilderness, a national treasure-- http://t--co/RbXDioclA2. #STEM education = key to #CO winning global econ race-- Glad to see @ColoTechAsn's commitment to increasing access: http://t--co/CjR2K9w2A3. Celebrating 50th anniv of #Wilderness Act &amp; the #CO treasures this landmark law protects: http://t--co/aoa1K6DQHQ #COwilderness50.",,,,,,
110,Mark Udall,MarkUdall,M,D,#STEM education = key to #CO winning global econ race-- Glad to see @ColoTechAsn's commitment to increasing access: http://t--co/CjR2K9w2A3,4,4,,,,,,,,
111,Mark Udall,MarkUdall,M,D,Celebrating 50th anniv of #Wilderness Act &amp; the #CO treasures this landmark law protects: http://t--co/aoa1K6DQHQ #COwilderness50,10,4,,,,,,,,
112,Mark Udall,MarkUdall,M,D,"RT @Wilderness: With scenes like this, it's no wonder that #BrownsCanyon could be Colorado's next national monument: http://t--co/UYulKsRJXC------",11,0,,"RT @Wilderness: With scenes like this, it's no wonder that #BrownsCanyon could be Colorado's next national monument: http://t--co/UYulKsRJXC------.",,,,0.925256,,
113,Mark Udall,MarkUdall,M,D,Proud to help #Aurora #veteran receive &gt;$4K VA owed him-- Learn how I can help you w/ federal agencies: http://t--co/L7OApFXN53,4,1,0.729328,Proud to help #Aurora #veteran receive &gt;$4K VA owed him-- Learn how I can help you w/ federal agencies: http://t--co/L7OApFXN53.,,,,,,
114,Mark Udall,MarkUdall,M,D,"My #Wilderness50 @BuzzFeed-""13 of My Favorite Spots in #Colorado's Great Outdoors--"" What are yours-- http://t--co/WzsaDicPvw #COwilderness50",12,3,0.902153,"My #Wilderness50 @BuzzFeed-""13 of My Favorite Spots in #Colorado's Great Outdoors--"" What are yours-- http://t--co/WzsaDicPvw #COwilderness50.",,,,,,
115,Mark Udall,MarkUdall,M,D,RT @saphyreblue: #COwilderness50  Eldorado Springs Drive sky and snowshoe USFS Tabernash http://t--co/b5VCGZrtMU,4,0,0.857357,"RT @saphyreblue: #COwilderness50  Eldorado Springs Drive sky and snowshoe USFS Tabernash http://t--co/b5VCGZrtMU. Hardworking Coloradans are the backbone of our #economy-- This #LaborDay, let's thank everyone who keeps #CO strong--.",,,,,,
116,Mark Udall,MarkUdall,M,D,"Hardworking Coloradans are the backbone of our #economy-- This #LaborDay, let's thank everyone who keeps #CO strong--",10,9,,,,,,,,
117,Mark Udall,MarkUdall,M,D,RT @EmmyDee: #TBT (to last week) Hiking #MaroonBells------ I already miss those mountains------ #COwilderness50 http://t--co/46gdj8SWdH,7,0,,RT @EmmyDee: #TBT (to last week) Hiking #MaroonBells------ I already miss those mountains------ #COwilderness50 http://t--co/46gdj8SWdH.,,0.568317,,,,
118,Mark Udall,MarkUdall,M,D,Great speaking w/ civic &amp; #CObiz leaders at #Denver Forum about how to grow our economy &amp; keep #CO on right track-- http://t--co/UNe20SCOyq,7,3,,,,,,,,
119,Mark Udall,MarkUdall,M,D,"ICYMI, @KKTV11news highlights @MarkUdall's work to keep #FortCarson strong: http://t--co/YdnV8sEMQR --STAFF",4,0,,,,,,,,
120,Mark Udall,MarkUdall,M,D,"Proud to join @CSRBA &amp; champion #FortCarson's role in supporting #CO's soldiers, economy &amp; our special way of life: http://t--co/QH8E3jWPag",3,1,0.850096,"Proud to join @CSRBA &amp; champion #FortCarson's role in supporting #CO's soldiers, economy &amp; our special way of life: http://t--co/QH8E3jWPag.",,,,,,
121,Mark Udall,MarkUdall,M,D,Great photo-- RT @PappyFitz: From the top of the State (Mt Elbert)-- #COwilderness50 @MarkUdall http://t--co/wBIflY9MGw,7,4,0.919662,"Great photo-- RT @PappyFitz: From the top of the State (Mt Elbert)-- #COwilderness50 @MarkUdall http://t--co/wBIflY9MGw. #tbt to view of Sangre de Cristo #Wilderness at top of Columbia Pt, honoring @NASA Columbia's crew-- #COwilderness50 http://t--co/RwDnSEKpz9. Summited Dallas Peak last week &amp; reached my goal of climbing all 100 of #CO's tallest peaks: http://t--co/c56r0xXf3l http://t--co/5ZBeCUMFel. RT @MaggieLowenberg: Colorado is home to THE greatest views-- (Weminuche Wilderness) @markudall #COwilderness50 #Colorado http://t--co/kW9rbo------. The Wilderness Act is 1 of our most iconic laws-- Help me celebrate its bday by sharing your fav wild or outdoor pic using #COwilderness50--.",,,,,,
122,Mark Udall,MarkUdall,M,D,"#tbt to view of Sangre de Cristo #Wilderness at top of Columbia Pt, honoring @NASA Columbia's crew-- #COwilderness50 http://t--co/RwDnSEKpz9",6,8,,,,,,,,
123,Mark Udall,MarkUdall,M,D,Summited Dallas Peak last week &amp; reached my goal of climbing all 100 of #CO's tallest peaks: http://t--co/c56r0xXf3l http://t--co/5ZBeCUMFel,22,42,,,,,,,,
124,Mark Udall,MarkUdall,M,D,RT @MaggieLowenberg: Colorado is home to THE greatest views-- (Weminuche Wilderness) @markudall #COwilderness50 #Colorado http://t--co/kW9rbo------,5,0,,,,,,,,
125,Mark Udall,MarkUdall,M,D,The Wilderness Act is 1 of our most iconic laws-- Help me celebrate its bday by sharing your fav wild or outdoor pic using #COwilderness50--,2,1,,,,,,,,
126,Mark Udall,MarkUdall,M,D,Enjoyed speaking at @VailResorts' Leadership Summit about #leadership development &amp; my experiences representing #CO-- http://t--co/0cuhN4HBKw,4,4,0.766167,"Enjoyed speaking at @VailResorts' Leadership Summit about #leadership development &amp; my experiences representing #CO-- http://t--co/0cuhN4HBKw. Empowering a woman to plan her family=crucial to expanding econ opportunity-- RT to support my bill to #FixHobbyLobby http://t--co/lHhDubiRht. RT @FeverCityStudio: Upper Cataract Creek Basin, Eagles Nest Wilderness  #COwilderness50 #colorado @MarkUdall http://t--co/hKND2QTcfl.",,,,,,
127,Mark Udall,MarkUdall,M,D,Empowering a woman to plan her family=crucial to expanding econ opportunity-- RT to support my bill to #FixHobbyLobby http://t--co/lHhDubiRht,63,18,,,,,,,,
128,Mark Udall,MarkUdall,M,D,"RT @FeverCityStudio: Upper Cataract Creek Basin, Eagles Nest Wilderness  #COwilderness50 #colorado @MarkUdall http://t--co/hKND2QTcfl",14,0,,,,,,,,
129,Mark Udall,MarkUdall,M,D,"On anniv of women securing the right to vote, let's celebrate &amp; redouble our efforts to ensure opportunity for all-- #WEmatter",17,9,0.661616,"On anniv of women securing the right to vote, let's celebrate &amp; redouble our efforts to ensure opportunity for all-- #WEmatter.",,,0.598602,,,
130,Mark Udall,MarkUdall,M,D,"ICYMI, #KREX's @ReporterTravisK highlights @MarkUdall's success helping #CO towns hit by coal mine closure: http://t--co/HbePswBnjv --STAFF",2,1,,,,,,,,
131,Mark Udall,MarkUdall,M,D,Thanks for sharing-- RT @rzaruss: @MarkUdall fun at Dragon's Tail Couloir in #rmnp #cowilderness50 http://t--co/bLcMJQe79x,4,4,0.602062,Thanks for sharing-- RT @rzaruss: @MarkUdall fun at Dragon's Tail Couloir in #rmnp #cowilderness50 http://t--co/bLcMJQe79x. --@MarkUdall discusses his support for @ManitouGov's work to rebuild &amp; protect residents after #COflood: http://t--co/RyDLDr4F41 --STAFF.,,,,,,
132,Mark Udall,MarkUdall,M,D,--@MarkUdall discusses his support for @ManitouGov's work to rebuild &amp; protect residents after #COflood: http://t--co/RyDLDr4F41 --STAFF,4,0,,,,,,,,
133,Mark Udall,MarkUdall,M,D,"Happy 98th bday @NatlParkService-- RT to join me in celebrating ""America's Best Idea"" &amp; #CO's natural treasures-- http://t--co/gS3okjMXZJ",19,2,0.894936,"Happy 98th bday @NatlParkService-- RT to join me in celebrating ""America's Best Idea"" &amp; #CO's natural treasures-- http://t--co/gS3okjMXZJ. Glad @US_EDA has heeded my call &amp; contin'd to aid #EstesPark's recovery after #COflood &amp; partisan fed gov shutdown: http://t--co/uCGTTTjU02. Celebrate @NatlParkService's 98th bday tomorrow by visiting #CO's natl parks for FREE, incl-- Great Sand Dunes, Mesa Verde &amp; Rocky Mtn NPs--.",,,,,,
134,Mark Udall,MarkUdall,M,D,Glad @US_EDA has heeded my call &amp; contin'd to aid #EstesPark's recovery after #COflood &amp; partisan fed gov shutdown: http://t--co/uCGTTTjU02,6,2,,,,,,,,
135,Mark Udall,MarkUdall,M,D,"Celebrate @NatlParkService's 98th bday tomorrow by visiting #CO's natl parks for FREE, incl-- Great Sand Dunes, Mesa Verde &amp; Rocky Mtn NPs--",13,5,,,,,,,,
136,Mark Udall,MarkUdall,M,D,I'll keep working closely w/ @manitouGOV leaders on #COflood-recovery &amp; disaster-mitigation efforts-- http://t--co/7pUBJ1sTs5,5,3,0.70794,I'll keep working closely w/ @manitouGOV leaders on #COflood-recovery &amp; disaster-mitigation efforts-- http://t--co/7pUBJ1sTs5. Have a great photo of #CO outdoors or #wilderness-- Share it w/ me using #COwilderness50 &amp; I'll RT my favorites: http://t--co/L5eCFJB4zO. Hiking w/ leaders in Pitkin County to discuss how my #OutdoorHeritageAct will preserve this land-- #wilderness http://t--co/dHJiSCeRgL.,,,,,,
137,Mark Udall,MarkUdall,M,D,Have a great photo of #CO outdoors or #wilderness-- Share it w/ me using #COwilderness50 &amp; I'll RT my favorites: http://t--co/L5eCFJB4zO,16,2,,,,,,,,
138,Mark Udall,MarkUdall,M,D,Hiking w/ leaders in Pitkin County to discuss how my #OutdoorHeritageAct will preserve this land-- #wilderness http://t--co/dHJiSCeRgL,10,3,,,,,,,,
139,Mark Udall,MarkUdall,M,D,Great speaking to @COWaterCongress about collaborative ways to protect #CO water &amp; make every drop count-- http://t--co/rngjzyaJhL,9,3,0.565075,Great speaking to @COWaterCongress about collaborative ways to protect #CO water &amp; make every drop count-- http://t--co/rngjzyaJhL. Stories from Coloradans like @ChelseyInWords @efritzler28 &amp; @vlm5280 show why we must pass my #BankOnStudents Act-- http://t--co/BYfSRb0UXr.,,,,,,
140,Mark Udall,MarkUdall,M,D,Stories from Coloradans like @ChelseyInWords @efritzler28 &amp; @vlm5280 show why we must pass my #BankOnStudents Act-- http://t--co/BYfSRb0UXr,3,3,,,,,,,,
141,Mark Udall,MarkUdall,M,D,My #BankOnStudents Act will boost #CO's economy-- RT to support empowering Coloradans to refinance #studentloan debt: http://t--co/dMCKBpPLlN,8,3,,,,,,,,
142,Mark Udall,MarkUdall,M,D,#HobbyLobby allows bosses to impose their own religious beliefs on employees-- RT to support individual liberty &amp; my bill to #FixHobbyLobby--,206,70,,,,,,,,
143,Mark Udall,MarkUdall,M,D,#CO's cleantech &amp; oil &amp; gas sectors are teaming up to keep our state a leader in energy innovation:http://t--co/5YqgarT1EE via @denbizjournal,6,2,,#CO's cleantech &amp; oil &amp; gas sectors are teaming up to keep our state a leader in energy innovation:http://t--co/5YqgarT1EE via @denbizjournal.,0.620279,,,,,
144,Mark Udall,MarkUdall,M,D,"--@businessinsider ranks #CO's economy the top in the nation-- Great news for #COjobs, #CObiz &amp; CO families: http://t--co/6zMZeG1N9r",5,2,0.698328,"--@businessinsider ranks #CO's economy the top in the nation-- Great news for #COjobs, #CObiz &amp; CO families: http://t--co/6zMZeG1N9r.",,,,,,
145,Mark Udall,MarkUdall,M,D,"With 33 months of #COjob growth, #CO's unemployment rate drops again--to 5--3%-- I'll keep fighting to grow our economy: http://t--co/vUmdL2kBQv",18,9,0.549018,"With 33 months of #COjob growth, #CO's unemployment rate drops again--to 5--3%-- I'll keep fighting to grow our economy: http://t--co/vUmdL2kBQv. RT @thespot: Panel convened by Sen-- Mark Udall discusses women and economic security http://t--co/FWYfgaWrPN. Celebrating new @Alliance_Center w/ @AllSustCO &amp; others-- Proud of their work to keep #CO an innovation powerhouse-- http://t--co/Nb1sa4xs34. #Iraq PM Maliki's departure was necessary &amp; overdue-- New Iraqi govt must take immediate steps to address minority concerns &amp; slow #ISIL--.",,,,,,
146,Mark Udall,MarkUdall,M,D,RT @thespot: Panel convened by Sen-- Mark Udall discusses women and economic security http://t--co/FWYfgaWrPN,7,0,,,,,,,,
147,Mark Udall,MarkUdall,M,D,Celebrating new @Alliance_Center w/ @AllSustCO &amp; others-- Proud of their work to keep #CO an innovation powerhouse-- http://t--co/Nb1sa4xs34,7,3,,,,,,,,
148,Mark Udall,MarkUdall,M,D,#Iraq PM Maliki's departure was necessary &amp; overdue-- New Iraqi govt must take immediate steps to address minority concerns &amp; slow #ISIL--,9,4,,,,,,,,
149,Mark Udall,MarkUdall,M,D,Thx to great speakers &amp; guests at #COWomensForum for joining me to continue convo on broadening econ opp in #CO-- http://t--co/2HPji1DfA0,5,4,0.604045,Thx to great speakers &amp; guests at #COWomensForum for joining me to continue convo on broadening econ opp in #CO-- http://t--co/2HPji1DfA0. ICYMI @MarkUdall visits @Vestas in #Pueblo to show how wind #energy supports American manufacturing + #COjobs: http://t--co/7sbcIXgsrM --STAFF.,,,,,,
